10	0.0
20	0.0
30	2.75402994808234E-10
40	1.811184751990751E-5
50	0.003969321818118206
60	0.08710285191147592
70	0.9734373812401464
80	6.059037654238608
90	27.21614769565316
100	102.99324045891998
110	252.70983154887819
120	550.5504668135521
130	1076.98724695585
140	1848.2823522722074
150	2704.2164833583106
160	3831.2835077392406
170	5009.50979281412
180	6423.032841728467
190	7273.918652291589
200	8970.448989527813
210	9649.182943716
220	10924.088727419636
230	12483.24282196476
240	12872.955290850146
250	13631.828413528989
260	15495.122957921387
270	16111.870306919613
280	17261.73346169802
290	18776.81824662571
300	19279.09976317679
310	19476.604817362848
320	20574.83857746157
330	21116.605185515324
340	23341.40684554484
350	23980.002639150283
360	24875.110887929557
370	26821.46324264738
380	26169.974196602234
390	28400.797492493224
400	27523.018663821204
410	29284.431122756563
